Bug ID,Product,Component,Summary
914025,Firefox for Android,Favicon Handling,Support SVG favicon format
915347,Firefox for Android,Favicon Handling,Favicons should find the dominant color in a background thread
918881,Firefox for Android,Favicon Handling,Consider precomputing needed favicon sizes when an icon is added to the cache
925878,Firefox for Android,Favicon Handling,Favicon redirection should exhibit better caching behavior
926139,Firefox for Android,Favicon Handling,[meta] Next-level favicon loading and storage
927109,Firefox for Android,Favicon Handling,FHR favicon doesn't appear with Don't Keep Activities enabled
932015,Firefox for Android,Favicon Handling,Ship branding favicon inside Android resources
934605,Firefox for Android,Favicon Handling,Consider tracking mFavicon for all open tabs
938165,Firefox for Android,Favicon Handling,Home screen favicon display refinements
941849,Firefox for Android,Favicon Handling,Consider not writing favicon to db prior to returning result in LoadFaviconTask
944550,Firefox for Android,Favicon Handling,"Smarter loading of favicons, handling of spinner state, etc."
957404,Firefox for Android,Favicon Handling,FaviconCache apparently unnecessarily takes a lock when handling permanent favicons
957405,Firefox for Android,Favicon Handling,Batch-process writing favicons to the database
999920,Firefox for Android,Favicon Handling,[meta] Issues around bundled favicons
1001512,Firefox for Android,Favicon Handling,crash in java.lang.IllegalStateException: attempt to re-open an already-closed object: SQLiteDatabase: /data/data/org.mozilla.firefox/files/mozilla/$PROFILE.default/browser.db at android.database.sqlite.SQLiteClosable.acquireReference(SQLiteClosable.java)
1010991,Firefox for Android,Favicon Handling,"Fall back to ""shortcut icon"" if no favicon available."
1024228,Firefox for Android,Favicon Handling,"URL bar on about:home sometimes shows globe, sometimes shows product logo favicon"
1029524,Firefox for Android,Favicon Handling,Search Engines added from Page Menu have smaller favicons
1029535,Firefox for Android,Favicon Handling,SUMO mobile is inconsistent at search engines favicons
1042496,Firefox for Android,Favicon Handling,Favicon URIs containing special characters cannot be loaded
1042736,Firefox for Android,Favicon Handling,Better support for reusing icons in distribution and default bookmarks
1053639,Firefox for Android,Favicon Handling,"Modify the browser.db favicons table ""data"" BLOB to specify a NOT NULL constraint"
1081103,Firefox for Android,Favicon Handling,Treat transparent pixels as white when computing dominant colors
1082074,Firefox for Android,Favicon Handling,crash in _ZN17SkICOImageDecoder8onDecodeEP8SkStreamP8SkBitmapN14SkImageDecoder4ModeE
1090549,Firefox for Android,Favicon Handling,Don't attempt to load favicons for pages that won't have them
1104174,Firefox for Android,Favicon Handling,"java.net.URISyntaxException loading data:text/html,... url"
1141445,Firefox for Android,Favicon Handling,Some sites' favicons do not appear in the awesomescreen
1158820,Firefox for Android,Favicon Handling,Don't download favicons when we have a 4xx response
1167259,Firefox for Android,Favicon Handling,CSP does not block favicon request
1169528,Firefox for Android,Favicon Handling,No favicon displayed for specific HTTPS site
1242500,Firefox for Android,Favicon Handling,XXHDPI version of favicon_globe.png
1244945,Firefox for Android,Favicon Handling,Favicons get scaled on the UI thread
1245549,Firefox for Android,Favicon Handling,Detect apple-touch-icon in root folder
1248973,Firefox for Android,Favicon Handling,top sites tiles don't display favicons
1255048,Firefox for Android,Favicon Handling,Use default Quick Search engine icons instead of favicons
1265712,Firefox for Android,Favicon Handling,[meta] Improve website icon quality
1271594,Firefox for Android,Favicon Handling,Tab.loadFavicon(): On failure discard explicit URL instead of first one
1272648,Firefox for Android,Favicon Handling,Consider supporting image_src icons
1315077,Firefox for Android,Favicon Handling,"Error reading favicon, java.io.InterruptedIOException: thread interrupted"
1324235,Firefox for Android,Favicon Handling,Nightly: User agent requesting favicon is slightly different than user agent of web request
699785,Firefox for Android,Favicon Handling,Implement expiration for cached favicons
1291339,Firefox for Android,Favicon Handling,A location change without load does not trigger a favicon load
1300065,Firefox for Android,Favicon Handling,Icons: Why do we add 1 to the content length header when decoding icons?
1324234,Firefox for Android,Favicon Handling,Default favicon is requested twice (404)
1029555,Firefox for Android,Favicon Handling,No favicon for cnn search engine if added from Page Menu
1064045,Firefox for Android,Favicon Handling,Have the favicon URL guessing algorithm try stripping common subdomains.
819895,Firefox for Android,Favicon Handling,Different favicon for added search engine in urlbar/awesome bar search and about:addons (add-ons manager)
920331,Firefox for Android,Favicon Handling,More intelligent abort conditions for favicon loading in tabs
1051544,Firefox for Android,Favicon Handling,Favicon cache doesn't update history entries with favicon ids
1064946,Firefox for Android,Favicon Handling,Visible favicon for site in URL bar; missing same favicon for bookmark/history
1317127,Firefox for Android,Firefox Accounts,No scrolling possible after Sync master password request
1385535,Firefox for Android,Firefox Accounts,after logging in & email verifying for syncing. Firefox does not sync & email verification button still appear & synchronization status is 'never'. nothing at all was synced.
1389175,Firefox for Android,Firefox Accounts,Firefox Nightly for Android (57 Branch) does not receive push to Sync when sending a tab from Firefox on Desktop
1401588,Firefox for Android,Firefox Accounts,Synced tabs should have its own top-level icon in the home panel on Android
1340713,Firefox for Android,Firefox Accounts,Label more entrypoints to Sync so fewer are unlabelled
966816,Firefox for Android,Firefox Accounts,Firefox Accounts (Sign-In) - Not automatically signed-in on existing account detection
971786,Firefox for Android,Firefox Accounts,Firefox Accounts (Activities) - Set android:excludeFromRecents on the status activity?
974131,Firefox for Android,Firefox Accounts,Collapse Android account settings screens
988574,Firefox for Android,Firefox Accounts,Implement and use AsyncTaskLoader for retrieving Firefox Accounts and internal account State
1123103,Firefox for Android,Firefox Accounts,Allow a Firefox Account to exist without a valid Sync configuration
1131205,Firefox for Android,Firefox Accounts,Remove Firefox Account pickler entirely
1131885,Firefox for Android,Firefox Accounts,"Firefox Accounts reset password flow can confusingly lead to signing in on the browser, not the Android application"
1158869,Firefox for Android,Firefox Accounts,Make logging in to Firefox Account-backed web properties easy when the device has an Android Firefox Account
1158875,Firefox for Android,Firefox Accounts,Expose an Android Intent for performing a web-based Firefox Account oauth referrer flow from third party Apps
1161685,Firefox for Android,Firefox Accounts,Store Firefox Account profile information using SyncAdapter and ContentProvider
1178364,Firefox for Android,Firefox Accounts,[meta] Implement QR code -> configured Firefox Account flow in Fennec
1204934,Firefox for Android,Firefox Accounts,Polish transition to about:accounts from fresh load or first run load
1221217,Firefox for Android,Firefox Accounts,Add callback after user completes Firefox Account sign-in flow
1293781,Firefox for Android,Firefox Accounts,Crash in mozilla::widget::GeckoAppShell::HandleGeckoMessageWrapper
1297989,Firefox for Android,Firefox Accounts,N9: Settings -> General -> Sign in -> White screen
1298846,Firefox for Android,Firefox Accounts,"""Show"" button on password field in FxA sign-in page doesn't work properly"
1299886,Firefox for Android,Firefox Accounts,"Sync service seems to quit frequently, shared links don't sync"
1300736,Firefox for Android,Firefox Accounts,Changing FxA password causes device registration to be lost
1321063,Firefox for Android,Firefox Accounts,Remove Java BrowserID cryptography implementation
1324726,Firefox for Android,Firefox Accounts,"The button of viewing history within synced devices looks disabled, but actually can be pressed"
1325018,Firefox for Android,Firefox Accounts,“Open Gmail” button is not shown on the confirmation page if users use gmail account for sign in confirmation
1325019,Firefox for Android,Firefox Accounts,A warning  about unverified account after  sign-in is already confirmed
1325020,Firefox for Android,Firefox Accounts,Too many tabs shown after the user sign up an account
1325024,Firefox for Android,Firefox Accounts,“Sync Now” doesn’t look like a button
1325033,Firefox for Android,Firefox Accounts,“Change” button is enabled when opening Display name category and nothing is changed.
1325304,Firefox for Android,Firefox Accounts,Duplicate device’s names are shown on History->Synced devices category
1325305,Firefox for Android,Firefox Accounts,"Without scrolling, users can't  read all contents  when opening an item on Account Manager"
1325312,Firefox for Android,Firefox Accounts,redundant task shown on the screen when clicking “check sync settings” on the Firefox Accounts page
1329645,Firefox for Android,Firefox Accounts,User account not logged in after password reset
1335514,Firefox for Android,Firefox Accounts,Register device with FxA before obtaining a signed certificate
1337609,Firefox for Android,Firefox Accounts,Clients unable to unsubscribe from push channel on sync disconnect
1341733,Firefox for Android,Firefox Accounts,"Old password pre-filled in a ""change password"" form"
1344069,Firefox for Android,Firefox Accounts,java.lang.IllegalArgumentException: account must not be null
1344134,Firefox for Android,Firefox Accounts,Add ability to deep-link to FxA login screen after app install
1345651,Firefox for Android,Firefox Accounts,Add ability to determine if a registered push subscription is no longer valid
1350768,Firefox for Android,Firefox Accounts,Please include Android platform information in FxA/Sync user-agent string
1351484,Firefox for Android,Firefox Accounts,UX support for refreshing the FxA devices list
1358689,Firefox for Android,Firefox Accounts,Push registration failing
1359287,Firefox for Android,Firefox Accounts,Handle more push registration errors in the FxA device registration process
1360980,Firefox for Android,Firefox Accounts,Remove unused `org.mozilla.gecko.browserid.verifier` package?
1375933,Firefox for Android,Firefox Accounts,"Move NativeCrypto out of ""services"" and into Fennec proper"
1398293,Firefox for Android,Firefox Accounts,Indicate more Sync/FxA error states
1398299,Firefox for Android,Firefox Accounts,[meta] FxA UX papercuts and improvements
1398978,Firefox for Android,Firefox Accounts,Telemetry event to monitor account rename failures
1400986,Firefox for Android,Firefox Accounts,Be more lenient with profile unbundling problems while upgrading SyncPrefs
1403524,Firefox for Android,Firefox Accounts,Primary email changed on desktop not displayed on mobile
1403534,Firefox for Android,Firefox Accounts,Primary email not changed in settings on Android devices
1404162,Firefox for Android,Firefox Accounts,Merge Sync Preferences into the regular preferences code and out of *services*
1405515,Firefox for Android,Firefox Accounts,Crash in java.lang.NullPointerException: at org.mozilla.gecko.fxa.sync.FxAccountProfileService.onHandleIntent(FxAccountProfileService.java)
1405516,Firefox for Android,Firefox Accounts,Crash in java.lang.IllegalStateException: at org.mozilla.gecko.fxa.devices.FxAccountDeviceListUpdater.update(FxAccountDeviceListUpdater.java)
1407316,Firefox for Android,Firefox Accounts,Explicitly maintain an internal Account shared state
1408555,Firefox for Android,Firefox Accounts,Remove pickling/bundling from AndroidFxAccount
1440623,Firefox for Android,Firefox Accounts,Crash in java.lang.IllegalStateException: Unexpectedly missing any accounts of type org.mozilla.fennec_aurora_fxaccount at org.mozilla.gecko.fxa.authenticator.AndroidFxAccount.refreshAndroidAccount(AndroidFxAccount.java)
1377917,Firefox for Android,Firefox Accounts,Add a Firefox Accounts Verify Login Push Notification to Android
1182263,Firefox for Android,Firefox Accounts,Include Firefox Account oauth endpoint in AndroidFxAccount
988556,Firefox for Android,Firefox Accounts,Make AndroidFxAccount.getState infallible
1325030,Firefox for Android,Firefox Accounts,The input field is covered by Keyboard after users press a input field
1349147,Firefox for Android,Firefox Accounts,"Crash in java.lang.IllegalStateException: stateLabelString and stateString must not be null, but: (stateLabelString == null) = true and (stateString == null) = true at org.mozilla.gecko.fxa.authenticator.AndroidFxAccount.getState(AndroidFxAccount.java)"
1353338,Firefox for Android,Firefox Accounts,Firefox account can be removed from Guest Session
1288942,Firefox for Android,Firefox Accounts,"Tap here to learn more about Firefox Sync links directly to signup screen, not information"
984509,Firefox for Android,Firefox Accounts,[meta] Improve Android FxAccount status activity
988545,Firefox for Android,Firefox Accounts,[meta] Make AndroidFxAccount more robust in the face of corrupt accounts
999198,Firefox for Android,Firefox Accounts,Android Firefox Account client handling of remotely deleted accounts
1049677,Firefox for Android,Firefox Accounts,AndroidFxAccount.getState IllegalStateException: could not get state
1314778,Firefox for Android,Firefox Accounts,Make AccountManager related code pref-able
1377012,Firefox for Android,Firefox Accounts,Use Firefox Account server's /.well-known/fxa-client-configuration to configure servers in Firefox for Android
1380699,Firefox for Android,Firefox Accounts,Use returned conflicting device ID to resolve conflict during FxA registration
1386105,Firefox for Android,Firefox Accounts,[meta] Android Sync/FxA onboarding improvements
1407739,Firefox for Android,Firefox Accounts,Show sync icon and animate icon when syncing
1401380,Firefox for Android,Firefox Accounts,"Telemetry probe for tracking usage of ""sync over metered connections"""
1401772,Firefox for Android,Firefox Accounts,Use switches instead of checkboxes in Sync Preferences
1306607,Firefox for Android,First Run,login issue with valid ID & Password
1416354,Firefox for Android,First Run,Update first run banner for Sync in Fennec
1242589,Firefox for Android,First Run,New first run images increase APK size
1245934,Firefox for Android,First Run,"Add option to ""Turn on search suggestions"" in firstrun"
1247651,Firefox for Android,First Run,Promote Add-ons during First Run
1249475,Firefox for Android,First Run,Update Data slide to teach users how to change the pref later
1253119,Firefox for Android,First Run,Pressing tabs tray button or menu button hides first run with no obvious way to get it back
1262840,Firefox for Android,First Run,Add telemetry to understand how long switchboard initialization takes in practice
1295961,Firefox for Android,First Run,Welcome screen is not displayed on first run on particular device
1304124,Firefox for Android,First Run,Firefox crashes on emulator without Host GPU enabled (i.e. slow graphics)
1356801,Firefox for Android,First Run,"3rd screen pushes ""next"" partially below viewport"
1371797,Firefox for Android,First Run,New boarding screen on Nightly have small scrolling on almost every panel while it shouldn't
1396236,Firefox for Android,First Run,"[a11y] When the first run screen appears, Talkback focus remains on the home panel in the background"
1371222,Firefox for Android,First Run,Crash in java.lang.NullPointerException: at org.mozilla.gecko.BrowserApp.checkFirstrun(BrowserApp.java)
1401505,Firefox for Android,First Run,Make Onboarding Portrait Only
1310731,Firefox for Android,GeckoView,FF crashs and freezes when opening flixbus.de
1412327,Firefox for Android,GeckoView,Firefox 58 for Android crashes like crazy
1416979,Firefox for Android,GeckoView,Share>Copy to Clipboard copies a random link when used in the embedded version of firefox.
1421741,Firefox for Android,GeckoView,Web view is reduced to a corner in portrait mode
1441344,Firefox for Android,GeckoView,Include a clean source name in MediaSource
1350924,Firefox for Android,GeckoView,[geckoview] Fix content process shutdown
1360913,Firefox for Android,GeckoView,Crash in mozilla::layers::CompositorOGL::DrawGeometry<T>
1098129,Firefox for Android,GeckoView,[geckoview] Split GeckoView and Browser packages
1257138,Firefox for Android,GeckoView,"Add API to manage Gecko profile data (e.g., cookies) to GeckoView"
1287972,Firefox for Android,GeckoView,"[geckoview] building app w/GeckoView fails on ""no resource found"" for Crash Reporter styles/colors"
1291371,Firefox for Android,GeckoView,[geckoview] Allow to load GeckoView libraries from /mnt/sdcard or another APK for developer speed
1291377,Firefox for Android,GeckoView,[geckoview] Remove use of custom linker and custom signal handler from GeckoView
1291378,Firefox for Android,GeckoView,[geckoview] Remove Mozilla's Telemetry and Crash Reporter in GeckoView
1291380,Firefox for Android,GeckoView,[geckoview] Document and improve Gecko logging controls in GeckoView
1291382,Firefox for Android,GeckoView,"[geckoview] Split org.mozilla.gecko.utils into {geckoview,gecko}.utils."
1291391,Firefox for Android,GeckoView,"[geckoview] Embedding testing for GeckoView API: run Android UI, Marionette test suites"
1298529,Firefox for Android,GeckoView,[geckoview] audit and minimize GeckoView permissions
1298540,Firefox for Android,GeckoView,[geckoview] minimally-viable GeckoView API
1307960,Firefox for Android,GeckoView,"Service based child processes crash when android:isolatedProcess=""true"""
1311813,Firefox for Android,GeckoView,"Crash in java.lang.SecurityException: ""passive"" location provider requires ACCESS_FINE_LOCATION permission. at android.os.Parcel.readException(Parcel.java)"
1314759,Firefox for Android,GeckoView,Stop building and packaging libplugin-container.so in Fennec APK
1315118,Firefox for Android,GeckoView,[geckoview] Produce and upload x86 GeckoView AAR file
1316188,Firefox for Android,GeckoView,[geckoview] Fix Javadoc warnings and errors in mobile/android/geckoview
1316220,Firefox for Android,GeckoView,[geckoview] Split o.m.g.annotations into GeckoView and Fennec parts
1316241,Firefox for Android,GeckoView,[geckoview] Make WebRTC work with GeckoView
1316372,Firefox for Android,GeckoView,[geckoview] Make sure out-of-process video decoding works in GeckoView
1317089,Firefox for Android,GeckoView,[geckoview] Use Android's manifest-merger.jar to merge manifest fragments
1317197,Firefox for Android,GeckoView,"[geckoview] Move DynamicToolbarAnimator, etc from GeckoView into Fennec"
1317199,Firefox for Android,GeckoView,[geckoview] Move o.m.g.permissions package out of GeckoView
1317200,Firefox for Android,GeckoView,[geckoview] Audit and minimize GeckoView dependencies
1322175,Firefox for Android,GeckoView,[geckoview] Move crash handling out of GeckoView and into Fennec
1322573,Firefox for Android,GeckoView,[geckoview] [meta] GeckoView MVP
1322577,Firefox for Android,GeckoView,[geckoview] Update GeckoView.loadUri()
1322578,Firefox for Android,GeckoView,[geckoview] Consider adding a shim that emulates an Android WebView
1322580,Firefox for Android,GeckoView,[geckoview] Consider using Web Extensions to allow content script access
1322583,Firefox for Android,GeckoView,[geckoview] Move onDebugRequest from ChromeDelegate into a new DebugDelegate
1322591,Firefox for Android,GeckoView,[geckoview] Add NetworkDelegate
1322599,Firefox for Android,GeckoView,[geckoview] Use abstract classes for delegates instead of interfaces
1322649,Firefox for Android,GeckoView,[geckoview] [e10s] Make media playback work
1325146,Firefox for Android,GeckoView,"On Android, the nsAppShell is not deleted on shutdown."
1343678,Firefox for Android,GeckoView,[geckoview] Figure out Web Push support
1347973,Firefox for Android,GeckoView,[geckoview] Publish GeckoView builds on jcenter
1348392,Firefox for Android,GeckoView,[geckoview] Allow easy use of Tor
1355627,Firefox for Android,GeckoView,Settings are not preserved across GeckoView recreation
1359221,Firefox for Android,GeckoView,[geckoview] Remove GeckoAppShell.getLayerView()
1361831,Firefox for Android,GeckoView,[geckoview] Eliminate dependency on GeckoInterface
1362162,Firefox for Android,GeckoView,[meta] [geckoview] Trim down GeckoInterface
1363565,Firefox for Android,GeckoView,Infinite loop in GeckoApp.removePluginView
1365035,Firefox for Android,GeckoView,[geckoview] Make WebRTC work
1365628,Firefox for Android,GeckoView,"[geckoview] Add API for handling new ""tabs"""
1365829,Firefox for Android,GeckoView,geckoview_example crashes on youtube.com
1366609,Firefox for Android,GeckoView,[geckoview] HTML chrome
1395217,Firefox for Android,GeckoView,"Use ""Child"" instead of ""Content"" to denote GeckoView child process modules"
1397572,Firefox for Android,GeckoView,weird behavior in links opened from external apps?
1401331,Firefox for Android,GeckoView,Closing the GeckoView example app while media is running causes a crash
1407805,Firefox for Android,GeckoView,Crash in java.lang.NullPointerException: at org.mozilla.gecko.home.PanelInfoManager.handleMessage(PanelInfoManager.java)
1411658,Firefox for Android,GeckoView,[geckoview] Enable Marionette to drive GeckoView instances
1415252,Firefox for Android,GeckoView,[geckoview] [meta] Display/Session split
1416268,Firefox for Android,GeckoView,GeckoView Maven repo is invalid
1418464,Firefox for Android,GeckoView,Add gradle support for building gecko binaries
1422137,Firefox for Android,GeckoView,Rename Java NativePanZoomController to PanZoomController
1425930,Firefox for Android,GeckoView,Crash in @0x0 | nsScreenAndroid::GetDensity
1426241,Firefox for Android,GeckoView,Enable building GeckoView with GVR base WebVR support in automation.
1431815,Firefox for Android,GeckoView,[meta] Fix API warts
1432234,Firefox for Android,GeckoView,Consider GeckoSessionManager or similar
1432498,Firefox for Android,GeckoView,Consider using separate Gecko application for GeckoView
1433968,Firefox for Android,GeckoView,[geckoview] Figure out crash reporting
1436754,Firefox for Android,GeckoView,Remove LayerSession
1437983,Firefox for Android,GeckoView,[meta] GeckoView compatibility issues with Chromium's WebView API and functionality
1438871,Firefox for Android,GeckoView,Replace promptForChoice with special-purpose prompt APIs
1438926,Firefox for Android,GeckoView,Chromebook: Allow for page resize when requesting desktop version of site
1439051,Firefox for Android,GeckoView,GeckoView will not go fullscreen if e10s enabled.
1439053,Firefox for Android,GeckoView,GeckoSession.goBack() does not work when e10s enabled.
1440398,Firefox for Android,GeckoView,"When no navigation delegate is registered, links that try to open in a new tab fail."
1440904,Firefox for Android,GeckoView,Crash in java.lang.NullPointerException: NativeException NullHandle() [T = nsWindow::NPZCSupport] at org.mozilla.gecko.gfx.NativePanZoomController.handleMotionEvent(Native Method)
1441059,Firefox for Android,GeckoView,onLoadUri can change the order of loads
1441982,Firefox for Android,GeckoView,Add tests for GeckoSession.NavigationListener.onNewSession()
1443105,Firefox for Android,GeckoView,Browsing session stays alive after destroying GeckoView (e.g. audio playback)
1324935,Firefox for Android,GeckoView,Android UI MessageLoop and nsThread are not cleaned up on shutdown.
1331109,Firefox for Android,GeckoView,Enable GPU Process on Android
1340301,Firefox for Android,GeckoView,APZCTreeManagerChild for Android GPU process needs to be callable from UI thread.
1366057,Firefox for Android,GeckoView,Make creation of compositor asynchronous on Android
1415318,Firefox for Android,GeckoView,Enable GeckoView to send console.log to logcat
1439765,Firefox for Android,GeckoView,Remove GoogleVR code and VR Manager from GeckoView
1441810,Firefox for Android,GeckoView,GeckoView: Save and restore state
1437551,Firefox for Android,GeckoView,Add GeckoView API for Telemetry
1437869,Firefox for Android,GeckoView,Allow viewing sites in desktop mode
1441279,Firefox for Android,GeckoView,GeckoView: Support text selection actions menu
1442176,Firefox for Android,GeckoView,GeckoView: Do not scroll while moving text selection handles
1437547,Firefox for Android,GeckoView,[geckoview] Bring back Fennec's error pages
1437701,Firefox for Android,GeckoView,Add DownloadListener.onDownloadStart support
1398067,Firefox for Android,GeckoView,"Fully support context menu and ""tab"" related functionality in GeckoView-based custom tabs/web apps"
1405081,Firefox for Android,GeckoView,[geckoview] Add high-level fetch API
1439013,Firefox for Android,GeckoView,Consider adding shouldInterceptRequest method to GeckoView
1343317,Firefox for Android,GeckoView,Investigate making GeckoView accessible on UiAutomator (DOM Tree visible)
1437988,Firefox for Android,GeckoView,Consider adding onProgressChanged method for smoother loading appearance
1440708,Firefox for Android,GeckoView,GeckoView: Add API for enabling/disabling JavaScript
1322579,Firefox for Android,GeckoView,[geckoview] Add loadData and loadDataWithBaseUri
1442011,Firefox for Android,GeckoView,Intermittent testAndroidCastDeviceProvider | GeckoEventExpecter - blockForEvent timeout: Robocop:Java
1436271,Firefox for Android,GeckoView,Replace calls to String.getBytes(String) with String.getBytes(Charset)
1441707,Firefox for Android,GeckoView,Use automation URLs for cert tests in ProgressListenerTest
1442243,Firefox for Android,GeckoView,Add multi-session support for GeckoSessionTestRule
1442250,Firefox for Android,GeckoView,Fix various GeckoSession lifecycle bugs uncovered by tests
1442255,Firefox for Android,GeckoView,Remove GeckoLoader.setLastIntent
1437549,Firefox for Android,GeckoView,Add callback for startup completion
908929,Firefox for Android,GeckoView,GeckoView library should not compress assets in final APKs
921792,Firefox for Android,GeckoView,GeckoView is busted; browser.js never seems to load on Android 4.3
927831,Firefox for Android,GeckoView,[geckoview] Support running without special permissions
957873,Firefox for Android,GeckoView,[geckoview] Add support for a permission API
1031544,Firefox for Android,GeckoView,GeckoView's ContentDelegate needs shouldOverrideUrlLoading
1033611,Firefox for Android,GeckoView,[geckoview] IndexedDb fails on pages loaded from the Assets using jar:file protocol
1033622,Firefox for Android,GeckoView,[geckoview] localStorage fails to load on pages loaded from the Assets using jar:file protocol
1035405,Firefox for Android,GeckoView,GeckoView HTTP Auth
1035409,Firefox for Android,GeckoView,GeckoView TLS Exceptions
1035417,Firefox for Android,GeckoView,GeckoView Cookies
1037504,Firefox for Android,GeckoView,[geckoview] Let embedders specify the GeckoView profile directory
1041633,Firefox for Android,GeckoView,[geckoview] Allow disconnecting and reconnecting a GeckoView to a running Gecko
1050666,Firefox for Android,GeckoView,Changing screen orientation of a GeckoView confuses screen reader
1347875,Firefox for Android,General,ANR executing service org.mozilla.firefox/org.mozilla.gecko.media.MediaControlService
769761,Firefox for Android,General,Heap unclassified is quite high on Android on planet.mozilla.org
786607,Firefox for Android,General,Usability issues when holding in portrait mode
820513,Firefox for Android,General,firefox 17 menus not working on websites
835839,Firefox for Android,General,"save as pdf, page with Paginations"
841357,Firefox for Android,General,Use a different user-agent from mobile when requesting videos
843226,Firefox for Android,General,Typing one word into addressbar doesn't search google but is grabbed by TMobile
849503,Firefox for Android,General,Fennec doesn't run on Google TV G2 (Sony NSZ-GS7)
852513,Firefox for Android,General,(add option to) cache pages aggresively so they don't have to be redownloaded after e.g. minimize/suspend
856388,Firefox for Android,General,changing hidden attribute/property of menuitem elements has no effect
858857,Firefox for Android,General,Close unexpected while you open it with Chrome running in background
874207,Firefox for Android,General,Android service to improve startup time
875636,Firefox for Android,General,Galaxy Ace Plus GTS-7500T unable to see what I type then phone restarts
875771,Firefox for Android,General,Fennec built for arm-linux-androideabi does not work in emulator
878296,Firefox for Android,General,horizontle swipe not working in tablet site of thehindu
878523,Firefox for Android,General,"Click on link is un responsive, after zoom in or zoom out, link is responsive"
879652,Firefox for Android,General,"Tools -> save as pdf renders incorrectly, everything is squished and missing styles"
883529,Firefox for Android,General,The page jitters a lot while loading on abduzeedo.com
887893,Firefox for Android,General,text editing seems broken
890693,Firefox for Android,General,Open external link in Firefox
902101,Firefox for Android,General,"Add option to disable search and form history (formfill, autofill) on Android"
903507,Firefox for Android,General,Gujarati characters on websites not displayed on firefox for android
904537,Firefox for Android,General,Make in-content UI (e. g. error) pages less spoofable
904585,Firefox for Android,General,Swiping up (primarily from the lower half of a page) frequently does not work in Firefox beta
907069,Firefox for Android,General,<table> and <pre> font sizes are much too small
916137,Firefox for Android,General,CSS box-shadow colour renders as black when animating elements with keyframe animation
916522,Firefox for Android,General,"When swiping on WebGL, it moves the entire page/browser window"
923838,Firefox for Android,General,document.body.clientHeight incorrect.
927701,Firefox for Android,General,Fullscreen and then hitting the back button exits Firefox but on reenter only shows white screen
930557,Firefox for Android,General,"Firefox on Android phone or tablet using igoogle or earthlink start page interacts with embedded Google search bar blocking use of page, problem replicated on  Asus Transformer tablet a Galaxy Nexus and a Nexus 4 ."
934356,Firefox for Android,General,Form sometimes reloads and resets on returning from capture
940158,Firefox for Android,General,Firefox won't load external links when using NoScript
941635,Firefox for Android,General,No option to open an image in a new tab
949409,Firefox for Android,General,Laggy animation with requestAnimationFrame & scrolling
955809,Firefox for Android,General,Absolutely positioned elements in scrollable viewport are too tall
955849,Firefox for Android,General,browser.js error - this.browser is null in browser.js
963886,Firefox for Android,General,implement spell checker in Firefox for Android
966872,Firefox for Android,General,Remote inspector fails to connect with Firefox 26 on OSX
967417,Firefox for Android,General,Back should close drop down before navigating backwards
968562,Firefox for Android,General,Expose Http response code to Java Layer
970313,Firefox for Android,General,Ajax error when phone goes to sleep (appears with Firefox 27)
978607,Firefox for Android,General,tab list is shifted downward
980605,Firefox for Android,General,Browser should prompt to turn on location settings if location data is stale
982129,Firefox for Android,General,Multiple cached processes appear after crash
984826,Firefox for Android,General,Private tabs should close when leaving Firefox
986001,Firefox for Android,General,Save button in reddit is distorted.
986785,Firefox for Android,General,Web notification API - UI on notification bar
986905,Firefox for Android,General,Since sony xperia z1 6903 updated to 4.4.2 freezes and fc
987138,Firefox for Android,General,Replace Clear Sans with Opak Sans
989157,Firefox for Android,General,Unresponsive script when calling console.log with an object that has circular references.
992344,Firefox for Android,General,Re-enable moving profile data to SD card post KitKat
993902,Firefox for Android,General,Htaccess passwords aren't saved
998940,Firefox for Android,General,stopPropagation prevents 'contextmenu' on links
1001826,Firefox for Android,General,Show advanced download progress indicators
1007580,Firefox for Android,General,No sound clicking link
1008132,Firefox for Android,General,Ajax with AngularJS clear inputs type text
1011396,Firefox for Android,General,Unable to leave Google+ feedback
1012622,Firefox for Android,General,Firefox Android Aurora with rendering problem in Odia
1014260,Firefox for Android,General,Font inflation overrides explicit font sizes
1015927,Firefox for Android,General,saved-telemetry-pings folder  not generated on Fennec
1016427,Firefox for Android,General,Firefox always intercepts Android Beam URL transmission
1020857,Firefox for Android,General,[GeckoView] License text needed on project website
1029156,Firefox for Android,General,undefined reference to  'JSFatInlineString::MAX_LENGTH_LATIN1' while building fennec
1030956,Firefox for Android,General,Firefox crashes after a while when visiting Company of Heroes forums
1041145,Firefox for Android,General,Add a way to clear the downloadlist without deleting the local files
1055332,Firefox for Android,General,Ability to remove bookmarks from branded browser
1056863,Firefox for Android,General,Provide method to clear cookies from a site
1058503,Firefox for Android,General,Long-press menu item order  is awkward and prefers rarely used items over core functions
1064708,Firefox for Android,General,the information popup signaling the creation of a new tab will never hide
1068850,Firefox for Android,General,"FF32 on HP Slate 21 - X.innerHTML = 'y' does not trigger a repaint of X, pan/zoom repaints once"
1072403,Firefox for Android,General,Severe performance regression
1074169,Firefox for Android,General,Private tabs should be hidden/closed when app is not in active state
1089019,Firefox for Android,General,Google maps last location shifts when page autoloads after revisiting it
1089474,Firefox for Android,General,Unable to export or sync client certificate generated by Firefox for Android
1089739,Firefox for Android,General,GC logs flood sdcard
1090898,Firefox for Android,General,Touch events(AND CLICK) aren't working on HTML's map areas.
